candidate_id,full_name,gender,age,graduation_year,college,degree,branch,cgpa,backlogs,gap_year,prior_internship,projects_count,certifications_count,top_skills,platform,company_applied,sector,job_role,work_type,job_location,application_date,hiring_stage,interview_rounds,response_time_days,offered_salary_inr,linkedin_connections,profile_completion_pct,linkedin_premium,referral_applied
1507,Trisha Mishra,Female,20,2025,Chandigarh University,MCA,Computer Applications,6.9,2,No,No,3,5,Data Analysis | Communication,LinkedIn,Zomato,Logistics,Technical Support Engineer,Full-time,Nagpur,2023-04-06,Offer,1,30,343674,168,79,Yes,No
1508,Harish Kapoor,Male,27,2021,PES University Bangalore,B.Sc (CS),Computer Science,8.49,0,No,Yes,1,2,GraphQL | Spring Boot | Kubernetes | Figma | Communication,LinkedIn,IBM India,Automotive,Business Analyst,Internship,Remote,2022-10-12,Shortlisted,,9,,1683,58,No,No
1509,Esha Bansal,Female,21,2020,Chandigarh University,B.Sc (IT),Information Technology,6.72,1,No,No,6,0,Communication | Kotlin,Naukri,Intel India,Logistics,Finance Analyst,Contract,Pune,2022-07-17,Rejected,1,34,,647,63,N/A,No
1510,Zara Kapoor,Female,21,2020,IIIT Hyderabad,B.Com,Accounting,7.3,1,No,No,4,2,Hive | Linux,Naukri,Freshworks,EdTech,Cloud Engineer,Contract,Kochi,2023-03-12,Shortlisted,,5,,2078,73,N/A,No
1511,Uday Reddy,Male,26,2022,Jadavpur University Kolkata,MBA,Finance,7.44,2,No,Yes,0,5,Kotlin | Scala | SQL,Glassdoor,Intel India,Logistics,Operations Analyst,Internship,Ahmedabad,2024-07-19,Applied,,44,,98,86,N/A,No
1512,Pooja Sodhi,Female,27,2024,IIIT Hyderabad,BBA,Finance,7.54,3,Yes,No,6,4,Python | Problem Solving | SQL,Cutshort,Siemens India,Logistics,SEO Analyst,Contract,Remote,2022-08-04,Online Assessment,,32,,1034,70,N/A,No
1513,Ekansh Bhatia,Male,27,2021,IIIT Hyderabad,BBA,HR,5.65,3,No,Yes,6,2,React | R | Linux,Indeed,Bosch India,IT/Software,Cloud Engineer,Contract,Visakhapatnam,2022-03-15,Online Assessment,,6,,523,88,N/A,No
1514,Parth Sandhu,Male,27,2022,MNNIT Allahabad,B.Tech,Data Science,6.26,0,No,No,2,0,Kotlin | TypeScript | Azure | Flutter,LinkedIn,Barclays India,Telecom,Database Administrator,Full-time,Indore,2023-11-01,Applied,,14,,2533,93,No,No
1515,Chethan Reddy,Male,21,2024,Amity University Noida,B.Sc (IT),Information Technology,9.16,3,No,No,5,4,Flutter | Laravel,Freshersworld,Accenture,Consulting,Network Engineer,Internship,Delhi NCR,2021-09-09,Applied,,43,,532,84,N/A,No
1516,Harsh Jain,Male,22,2021,NIT Calicut,B.Sc (CS),Computer Science,6.33,3,No,Yes,0,5,PHP | Kubernetes | Figma,LinkedIn,Unacademy,Media & Entertainment,QA Engineer,Internship,Noida,2021-07-08,Applied,,12,,2084,96,No,No
1517,Ekansh Subramaniam,Male,23,2025,NSUT Delhi,B.Sc (IT),Information Technology,9.59,0,No,Yes,1,0,Deep Learning | C++ | Selenium | Hadoop,Naukri,Practo,HealthTech,Full Stack Developer,Full-time,Surat,2023-07-22,Applied,,40,,1227,64,N/A,No
1518,Vibha Rastogi,Prefer not to say,22,2025,SP Jain Mumbai,MBA,Marketing,9.79,0,No,No,2,5,Swift | Hadoop | Bash Scripting | Power BI | TensorFlow,Naukri,Ola,Telecom,DevOps Engineer,Full-time,Chandigarh,2023-07-19,Applied,,34,,2617,61,N/A,No
1519,Sneha Kapoor,Female,22,2020,SRM University Chennai,MBA,Finance,5.96,0,No,Yes,0,0,Docker | Data Analysis | Django | MATLAB | C++,LinkedIn,Morgan Stanley India,Consulting,Sales Executive,Full-time,Surat,2022-08-14,HR Interview,2,7,,748,68,Yes,No
1520,Lakshay Kumar,Male,27,2021,RV College Bangalore,MBA,Strategy,9.37,3,Yes,No,6,5,Excel | GraphQL | SQL | Tableau,Indeed,Upstox,Manufacturing,Cybersecurity Analyst,Part-time,Surat,2022-02-25,Online Assessment,,11,,557,69,N/A,No
1521,Mukesh Dubey,Male,22,2023,MNNIT Allahabad,B.Tech,Computer Science,8.28,1,No,Yes,4,1,Selenium | Laravel,Naukri,Goldman Sachs,Retail,Software Engineer,Full-time,Remote,2022-07-24,Withdrawn,,29,,997,89,N/A,Yes
1522,Ravi Ghosh,Male,20,2025,Manipal Institute of Technology,BBA,Finance,7.28,2,No,Yes,0,3,Python | Git | Power BI | Kubernetes | Scala,Foundit,Angel One,E-commerce,SEO Analyst,Full-time,Noida,2024-02-05,HR Interview,5,43,,559,87,N/A,Yes
1523,Natasha Bhatia,Female,23,2024,Mumbai University,B.Tech,Mechanical Engineering,8.78,2,No,No,4,1,Flutter | Swift | Cybersecurity | Kubernetes,Naukri,IBM India,Manufacturing,Operations Analyst,Internship,Hyderabad,2022-10-20,Offer,1,16,34439,936,57,N/A,No
1524,Utsav Arora,Male,27,2020,MNNIT Allahabad,MCA,Computer Applications,8.94,1,Yes,No,0,5,Linux | Node.js | SQL | GraphQL | Docker,Naukri,HDFC Bank,IT/Software,UX Designer,Full-time,Kolkata,2021-08-22,Offer,5,44,518051,283,69,N/A,No
1525,Brijesh Patel,Male,23,2023,Symbiosis Pune,B.Sc (CS),Computer Science,7.36,1,No,No,2,2,C++ | Kotlin | Azure,Campus Placement,Coforge,E-commerce,Content Writer,Full-time,Vadodara,2022-09-04,Applied,,28,,2339,72,N/A,No
1526,Neeraj Bhatnagar,Male,20,2023,Bangalore University,BCA,Computer Applications,7.01,1,No,No,3,4,AWS | Java,Campus Placement,Zoho,Media & Entertainment,Database Administrator,Full-time,Chandigarh,2023-09-04,Online Assessment,,43,,2529,56,N/A,No
1527,Kamlesh Bhatnagar,Male,20,2024,IIT Hyderabad,BBA,HR,7.93,2,No,Yes,5,3,Networking | Selenium,Naukri,Ola,IT/Software,HR Executive,Full-time,Remote,2023-01-11,Rejected,4,24,,2878,97,N/A,No
1528,Vandana Patel,Female,22,2020,BITS Pilani,MCA,Computer Applications,9.1,1,Yes,No,0,1,Hive | Node.js | Teamwork | C++,Naukri,Accenture,Consulting,Android Developer,Full-time,Visakhapatnam,2021-05-28,Offer,1,28,534970,1521,74,N/A,No
1529,Vikram Mehta,Prefer not to say,24,2020,IIT Delhi,B.Sc (IT),Information Technology,6.65,2,No,No,4,1,Networking | Laravel | Selenium | Kubernetes,LinkedIn,Mu Sigma,IT/Software,Product Manager,Contract,Lucknow,2024-04-04,Technical Interview,1,19,,1673,82,Yes,No
1530,Om Sundaram,Male,20,2025,DTU Delhi,BBA,Finance,8.82,0,No,Yes,5,0,Kubernetes | Deep Learning | MATLAB | R | Django,LinkedIn,Zomato,Manufacturing,Sales Executive,Full-time,Bengaluru,2022-09-24,Applied,,22,,138,83,No,No
1531,Furqan Patil,Male,21,2025,IIIT Hyderabad,B.Sc (IT),Information Technology,9.77,3,No,No,5,3,SQL | Hive | C++,Cutshort,ICICI Bank,FinTech,Content Writer,Full-time,Ahmedabad,2021-09-07,Online Assessment,,26,,1982,58,N/A,No
1532,Piyush Reddy,Male,26,2024,Manipal Institute of Technology,B.Sc (IT),Information Technology,7.21,3,No,No,5,4,Communication | MATLAB | Teamwork,LinkedIn,ICICI Bank,E-commerce,Network Engineer,Part-time,Delhi NCR,2021-06-30,Offer,3,29,503838,2641,63,No,No
1533,Sonali Pandey,Female,27,2025,Kalinga University,MBA,Business Analytics,5.92,2,No,Yes,4,4,Java | Python | TypeScript | R,Naukri,Tata Steel,AgriTech,Systems Engineer,Part-time,Noida,2023-04-10,Applied,,38,,683,96,N/A,No
1534,Farida Venkatesh,Female,20,2025,DTU Delhi,B.Sc (CS),Computer Science,7.29,3,No,Yes,4,3,Selenium | PHP | C++,Naukri,Citi India,AgriTech,Backend Developer,Full-time,Visakhapatnam,2021-07-24,Offer,5,8,826660,1784,63,N/A,No
1535,Xander Mukherjee,Male,27,2023,IIIT Hyderabad,MCA,Computer Applications,8.61,0,No,No,2,1,Communication | AWS | Docker | TypeScript | R,Cutshort,Nykaa,Banking & Finance,QA Engineer,Full-time,Visakhapatnam,2023-10-14,Offer,4,34,266248,1504,81,N/A,No
1536,Suresh Gupta,Male,25,2025,IIIT Hyderabad,B.Sc (CS),Computer Science,7.68,2,No,No,3,3,Problem Solving | C++,Naukri,Urban Company,AgriTech,SEO Analyst,Full-time,Mumbai,2021-10-04,Rejected,3,2,,2905,60,N/A,No
1537,Dhruv Kumar,Male,25,2023,IIM Bangalore,MBA,Marketing,7.17,1,No,No,2,5,Kubernetes | Docker | Networking | Bash Scripting,Cutshort,1mg,Consulting,Content Writer,Contract,Mysuru,2023-04-20,Applied,,22,,2875,72,N/A,No
1538,Jatin Gupta,Male,25,2021,Nirma University Ahmedabad,B.Tech,Chemical Engineering,6.22,3,No,No,5,1,Spring Boot | TypeScript | Git | MATLAB | Flutter,Referral,PolicyBazaar,IT/Software,Data Scientist,Internship,Noida,2021-11-19,HR Interview,4,42,,1796,80,N/A,Yes
1539,Usha Swamy,Female,20,2025,NIT Warangal,M.Tech,VLSI,8.57,2,No,Yes,6,4,Data Analysis | Linux | Django | C++,LinkedIn,Practo,Automotive,Content Writer,Full-time,Hyderabad,2023-06-05,Shortlisted,,31,,2080,84,No,No
1540,Rajesh Majumdar,Male,24,2024,IIT Roorkee,BBA,Business Administration,7.25,3,No,Yes,6,5,Deep Learning | Docker | Hadoop | Kubernetes | C++,LinkedIn,Deloitte,Manufacturing,Operations Analyst,Internship,Surat,2021-05-07,Online Assessment,,33,,631,68,Yes,No
1541,Akash Yadav,Male,23,2025,Delhi University,BBA,Business Administration,6.14,3,No,Yes,3,4,Problem Solving | Spark | Leadership,LinkedIn,Infosys,Banking & Finance,Data Scientist,Full-time,Visakhapatnam,2024-08-01,Shortlisted,,40,,2561,62,Yes,No
1542,Aditi Majumdar,Female,24,2020,SRM University Chennai,B.E.,Computer Science,7.94,3,No,No,2,3,GraphQL | Kubernetes | SQL | Node.js,Cutshort,HCL Technologies,FinTech,DevOps Engineer,Internship,Visakhapatnam,2021-05-02,Withdrawn,,39,,1626,82,N/A,No
1543,Sarika Das,Female,23,2024,Pune University,B.Sc (CS),Computer Science,8.74,2,No,No,2,1,Spring Boot | Tableau | Kotlin | Networking,Indeed,Texas Instruments India,Logistics,Cybersecurity Analyst,Internship,Jaipur,2021-04-20,HR Interview,2,1,,784,83,N/A,No
1544,Meera Dey,Female,23,2020,Thapar University,BCA,Computer Applications,5.71,2,No,Yes,3,4,Problem Solving | Scala | Hive,Naukri,Zerodha,EdTech,Data Scientist,Full-time,Indore,2024-02-18,HR Interview,5,32,,2463,70,N/A,No
1545,Uma Dixit,Female,21,2021,SP Jain Mumbai,B.Com,Accounting,7.49,3,No,No,4,3,JavaScript | Leadership,LinkedIn,Mindtree,Media & Entertainment,SEO Analyst,Part-time,Chennai,2024-05-07,Shortlisted,,40,,1610,75,Yes,No
1546,Hemant Subramaniam,Male,23,2020,HBTU Kanpur,B.Com,Commerce,6.13,2,Yes,Yes,0,3,TypeScript | React,LinkedIn,Citi India,EdTech,Technical Support Engineer,Internship,Bhopal,2021-04-26,Withdrawn,,12,,1779,78,No,No
1547,Ritesh Hegde,Male,25,2022,IIT Delhi,B.E.,Electrical,6.44,1,No,No,0,0,Flutter | Teamwork | Django | TensorFlow,Indeed,HDFC Bank,Banking & Finance,Content Writer,Full-time,Mumbai,2024-11-23,Applied,,45,,2982,59,N/A,No
1548,Vandana Lodha,Female,23,2020,IIIT Allahabad,MBA,Operations,9.78,3,No,Yes,0,5,Excel | REST APIs | Tableau | Hadoop | Kotlin,Campus Placement,Cognizant,Banking & Finance,Content Writer,Part-time,Bengaluru,2021-07-20,Technical Interview,1,19,,2367,65,N/A,No
1549,Leena Lal,Female,22,2021,Osmania University Hyderabad,B.Sc (IT),Information Technology,9.92,3,Yes,No,2,2,TensorFlow | JavaScript | Machine Learning | Scala | Git,Referral,Barclays India,EdTech,HR Executive,Full-time,Mumbai,2022-07-21,Offer,1,5,293757,2331,100,N/A,No
1550,Falak Joshi,Female,21,2022,JNTUH Hyderabad,B.Sc (CS),Computer Science,8.68,2,No,No,6,5,JavaScript | Azure | Kotlin | TensorFlow | Hadoop,Campus Placement,Citi India,FinTech,Recruiter,Contract,Nagpur,2023-09-20,Technical Interview,5,27,,253,75,N/A,No
1551,Ekta Mathur,Female,22,2022,DTU Delhi,MBA,Finance,9.27,1,No,Yes,2,0,GraphQL | Communication | R | Cybersecurity | Linux,Internshala,Swiggy,FinTech,Database Administrator,Internship,Jaipur,2022-06-13,Offer,1,34,32206,702,86,N/A,No
1552,Aditi Soni,Female,21,2023,IIT Kharagpur,MBA,Business Analytics,5.59,0,No,No,6,2,Swift | C++ | Ruby on Rails | Machine Learning,Indeed,Mindtree,AgriTech,HR Executive,Part-time,Noida,2022-07-09,HR Interview,5,6,,1274,72,N/A,No
1553,Inder Shah,Prefer not to say,26,2023,IIM Ahmedabad,B.Tech,Computer Science,8.65,0,Yes,No,1,3,Deep Learning | PyTorch | Flutter | Communication | Spark,IIMJobs,Lenskart,IT/Software,Product Manager,Full-time,Delhi NCR,2023-04-22,HR Interview,1,43,,2118,62,N/A,No
1554,Piyush Sethi,Male,21,2023,MNNIT Allahabad,B.Tech,Computer Science,7.43,0,No,Yes,2,4,Azure | R | Power BI | Hadoop | Cybersecurity,Cutshort,BigBasket,Consulting,Operations Analyst,Internship,Mysuru,2021-04-08,Shortlisted,,8,,1930,60,N/A,No
1555,Furqan Mukherjee,Male,20,2020,SRMIST Chennai,M.Tech,AI/ML,8.91,0,No,No,0,0,Kotlin | Ruby on Rails | Communication | Deep Learning | Flutter,Naukri,Persistent Systems,Manufacturing,QA Engineer,Full-time,Surat,2024-07-04,Shortlisted,,31,,2025,57,N/A,No
1556,Jignesh Mishra,Male,22,2021,Christ University Bangalore,B.Sc (CS),Computer Science,8.14,0,No,Yes,5,4,MongoDB | Django | Machine Learning,Indeed,Unacademy,Media & Entertainment,Marketing Analyst,Internship,Lucknow,2022-03-31,Applied,,30,,1198,99,N/A,Yes
1557,Parth Bose,Male,22,2025,Nirma University Ahmedabad,B.Tech,Data Science,8.17,2,No,No,5,3,Node.js | Deep Learning,Cutshort,BYJU's,Manufacturing,Systems Engineer,Full-time,Pune,2021-05-05,Online Assessment,,27,,443,55,N/A,No
1558,Esha Rawat,Female,27,2025,IIT Madras,B.E.,Civil,9.44,1,No,No,3,5,REST APIs | JavaScript | Power BI,Monster,Tata Steel,Automotive,Marketing Analyst,Part-time,Coimbatore,2021-08-05,Shortlisted,,26,,1844,79,N/A,No
1559,Tejas Das,Male,26,2022,PES University Bangalore,MCA,Computer Applications,7.24,0,No,Yes,6,3,Data Analysis | Azure | JavaScript | Spark | Deep Learning,Naukri,Citi India,Manufacturing,Data Analyst,Internship,Bengaluru,2023-03-05,Technical Interview,4,2,,2558,83,N/A,No
1560,Babita Soni,Female,27,2020,IIM Calcutta,B.Com,Commerce,8.36,2,No,No,0,5,Figma | Spring Boot,Naukri,Intel India,Retail,Product Manager,Contract,Ahmedabad,2024-12-28,HR Interview,3,37,,997,56,N/A,No
1561,Tarun Sandhu,Male,25,2025,Kalinga University,MCA,Computer Applications,8.69,3,No,Yes,4,5,Kotlin | Django | Spark,Campus Placement,Samsung India,HealthTech,QA Engineer,Part-time,Mumbai,2024-07-25,Offer,1,36,580176,1043,58,N/A,No
1562,Ekansh Sundaram,Male,20,2021,SP Jain Mumbai,M.Tech,VLSI,6.68,0,No,Yes,6,0,Hive | JavaScript | MongoDB | Spark,Internshala,Siemens India,Telecom,HR Executive,Full-time,Kolkata,2024-01-16,Online Assessment,,1,,2269,73,N/A,No
1563,Piyush Pandey,Male,22,2024,Mumbai University,B.Tech,Chemical Engineering,6.24,2,No,Yes,5,1,React | Git | Django | JavaScript,LinkedIn,L&T Infotech,E-commerce,Cloud Engineer,Full-time,Delhi NCR,2023-06-16,Online Assessment,,31,,2804,77,Yes,No
1564,Akhil Dhillon,Male,21,2024,BIT Mesra Ranchi,B.Sc (IT),Information Technology,7.81,2,No,No,0,1,Bash Scripting | Python,Indeed,Cognizant,HealthTech,Database Administrator,Contract,Delhi NCR,2022-11-10,Shortlisted,,39,,921,68,N/A,No
1565,Tejas Sandhu,Male,22,2023,Christ University Bangalore,BBA,Finance,7.52,3,No,Yes,4,1,Deep Learning | Excel | Hadoop | JavaScript,Naukri,Accenture,Manufacturing,Operations Analyst,Full-time,Mumbai,2023-06-18,Applied,,20,,554,68,N/A,No
1566,Aditi Lal,Female,21,2021,MNNIT Allahabad,MBA,Business Analytics,9.95,0,No,No,3,4,Data Analysis | Figma | Teamwork | Excel,Apna,Bajaj Finserv,Logistics,Data Scientist,Full-time,Mysuru,2022-09-20,Rejected,3,21,,2888,93,N/A,No
1567,Utsav Jain,Male,21,2022,IIT Madras,B.Com,Finance,6.94,0,No,Yes,1,5,Laravel | Selenium,Unstop,Practo,Consulting,Systems Engineer,Full-time,Mysuru,2021-04-05,Applied,,1,,1201,64,N/A,No
1568,Tarun Dhillon,Male,23,2020,HBTU Kanpur,BBA,HR,5.52,1,No,No,5,5,Swift | Java | Communication,LinkedIn,Texas Instruments India,EdTech,Systems Engineer,Part-time,Kochi,2023-02-17,Shortlisted,,20,,1964,57,No,No
1569,Kunal Biswas,Male,25,2023,Osmania University Hyderabad,B.Com,Finance,7.38,3,No,No,2,1,Data Analysis | PHP | JavaScript | Ruby on Rails | Azure,LinkedIn,Cognizant,Automotive,QA Engineer,Full-time,Coimbatore,2024-04-04,Online Assessment,,19,,1951,86,Yes,No
1570,Jagdish Dhillon,Male,26,2021,IIT Hyderabad,B.Tech,Electrical Engineering,9.28,3,No,No,5,1,Figma | Laravel,IIMJobs,LTIMindtree,IT/Software,Software Engineer,Full-time,Indore,2023-10-30,Technical Interview,1,34,,309,65,N/A,No
1571,Kunal Negi,Male,22,2024,GLA University Mathura,B.Sc (IT),Information Technology,6.95,0,No,No,5,3,Machine Learning | Hive | Leadership,LinkedIn,Delhivery,Automotive,QA Engineer,Full-time,Hyderabad,2021-03-26,Online Assessment,,34,,918,71,No,Yes
1572,Geetanjali More,Female,24,2024,IIIT Bangalore,B.Com,Finance,5.7,2,No,No,1,2,Git | Laravel | Spring Boot | Linux | REST APIs,Glassdoor,PhonePe,Consulting,Data Analyst,Full-time,Kolkata,2021-05-24,Technical Interview,4,33,,2866,56,N/A,No
1573,Payal Garg,Female,20,2022,BIT Mesra Ranchi,BBA,HR,8.36,2,No,Yes,3,5,Linux | Excel,Indeed,Unacademy,Logistics,Systems Engineer,Full-time,Ahmedabad,2023-06-18,Applied,,27,,2204,88,N/A,No
1574,Aditya Rastogi,Male,25,2023,PES University Bangalore,B.E.,Electronics,8.34,3,No,Yes,6,1,Kotlin | R,Naukri,PhonePe,HealthTech,Embedded Engineer,Internship,Noida,2022-06-01,Applied,,8,,2084,89,N/A,No
1575,Karan Rawat,Male,27,2023,IIIT Hyderabad,BCA,Computer Applications,7.88,0,No,Yes,2,5,Communication | Python | MongoDB | Docker | Selenium,Indeed,Mu Sigma,Consulting,Backend Developer,Full-time,Coimbatore,2024-11-30,Online Assessment,,43,,1346,82,N/A,No
1576,Kartik Sethi,Male,24,2021,Manipal Institute of Technology,MBA,Business Analytics,9.05,3,No,No,4,4,REST APIs | Machine Learning,LinkedIn,Fractal Analytics,Telecom,UX Designer,Full-time,Kochi,2024-09-26,Applied,,21,,1114,61,No,No
1577,Ojaswi Soni,Female,26,2025,PES University Bangalore,B.Com,Commerce,9.95,1,No,No,5,4,AWS | Azure | Kubernetes | Scala | Communication,Indeed,Groww,Media & Entertainment,Operations Analyst,Full-time,Kochi,2023-06-02,Withdrawn,,4,,978,78,N/A,No
1578,Darshan Jain,Male,20,2024,Delhi University,B.Sc (CS),Computer Science,8.43,0,No,No,4,1,Azure | Kotlin | Power BI | Hive | Django,LinkedIn,NIIT Technologies,IT/Software,Data Analyst,Internship,Pune,2023-05-27,Shortlisted,,19,,1648,95,No,No
1579,Dhruv Khatri,Male,20,2024,SP Jain Mumbai,B.E.,Computer Science,5.71,0,No,Yes,5,4,Teamwork | Docker | Networking | Tableau,LinkedIn,Microsoft India,Telecom,Digital Marketing Executive,Full-time,Noida,2023-03-31,Applied,,32,,1271,96,No,No
1580,Darshan Saxena,Male,22,2025,BITS Goa,MBA,Strategy,8.54,3,No,No,0,3,Machine Learning | SQL | PyTorch,WorkIndia,Persistent Systems,AgriTech,Systems Engineer,Contract,Visakhapatnam,2021-08-06,Applied,,29,,292,95,N/A,No
1581,Divya Malhotra,Female,27,2020,NIT Calicut,B.Sc (IT),Information Technology,8.38,2,Yes,Yes,2,1,REST APIs | PyTorch | Communication,Naukri,Texas Instruments India,FinTech,iOS Developer,Full-time,Pune,2023-06-02,Technical Interview,3,23,,299,75,N/A,No
1582,Eklavya Ahuja,Male,24,2020,IIT Kanpur,MCA,Computer Applications,6.21,2,No,No,1,5,Docker | Kubernetes | Hadoop | Hive | Ruby on Rails,Indeed,Bosch India,Automotive,Recruiter,Internship,Mumbai,2022-06-18,HR Interview,5,44,,1460,75,N/A,No
1583,Gargi Naik,Female,20,2020,Thapar University,B.Sc (IT),Information Technology,5.59,1,No,No,4,3,Bash Scripting | Problem Solving | Leadership | Scala | Power BI,Naukri,Razorpay,Automotive,Data Scientist,Full-time,Mysuru,2023-07-25,Online Assessment,,32,,2889,96,N/A,No
1584,Riya Bansal,Female,27,2023,BITS Goa,B.Sc (IT),Information Technology,8.74,3,No,No,5,4,R | Leadership | SQL,Internshala,TCS,Consulting,QA Engineer,Internship,Mysuru,2021-06-02,Applied,,39,,2394,83,N/A,No
1585,Mayank Lal,Male,22,2024,Symbiosis Pune,B.Sc (CS),Computer Science,7.21,2,No,Yes,1,3,Flutter | Kubernetes | Hadoop | Kotlin,Apna,Accenture,AgriTech,Systems Engineer,Full-time,Surat,2024-04-27,Applied,,22,,2684,78,N/A,No
1586,Nisha Bisht,Female,24,2021,Manipal Institute of Technology,MBA,Operations,7.08,0,No,No,1,2,Communication | Problem Solving | JavaScript,AngelList,BigBasket,Media & Entertainment,Software Engineer,Full-time,Bengaluru,2023-04-29,Offer,3,5,576969,1030,92,N/A,No
1587,Yogesh Swamy,Male,24,2022,Presidency University Kolkata,B.Tech,Chemical Engineering,6.44,0,No,Yes,5,0,Deep Learning | TensorFlow,Naukri,Freshworks,Banking & Finance,iOS Developer,Full-time,Jaipur,2022-06-09,Applied,,32,,2317,87,N/A,No
1588,Yamini Dey,Female,20,2023,IIT Kharagpur,MBA,Finance,7.5,2,No,No,5,3,Spring Boot | R | Excel,LinkedIn,NIIT Technologies,E-commerce,Recruiter,Full-time,Mysuru,2022-02-19,Applied,,22,,1905,64,Yes,No
1589,Riya Patil,Female,27,2020,DTU Delhi,B.Com,Finance,9.99,1,No,No,3,3,Machine Learning | Linux | Scala | Data Analysis,Unstop,Tiger Analytics,AgriTech,Content Writer,Full-time,Visakhapatnam,2021-08-11,Offer,5,24,565140,1185,72,N/A,Yes
1590,Nidhi Ramachandran,Female,25,2023,Kalinga University,BBA,Marketing,7.87,3,No,No,0,0,Kubernetes | SQL | Git | Hadoop | Networking,Internshala,BYJU's,Telecom,Recruiter,Full-time,Lucknow,2023-10-09,Rejected,2,24,,2682,76,N/A,No
1591,Sneha Grewal,Female,27,2024,Nirma University Ahmedabad,B.Sc (CS),Computer Science,9.07,1,No,No,2,3,Spark | Figma,HackerEarth,BigBasket,Consulting,Marketing Analyst,Internship,Pune,2021-08-19,Offer,4,2,34272,227,65,N/A,No
1592,Vijay Lodha,Male,25,2024,HBTU Kanpur,M.Tech,Computer Science,8.96,2,No,Yes,2,1,Scala | PyTorch,LinkedIn,Infosys,Manufacturing,Digital Marketing Executive,Full-time,Nagpur,2023-02-24,Withdrawn,,14,,748,90,No,No
1593,Gargi Venkatesh,Female,24,2025,XLRI Jamshedpur,MCA,Computer Applications,6.31,3,No,Yes,5,2,R | Communication | Excel,Internshala,PhonePe,AgriTech,iOS Developer,Full-time,Jaipur,2023-07-03,Technical Interview,5,7,,1321,96,N/A,No
1594,Suresh Bhatt,Male,26,2025,Anna University Chennai,MBA,Strategy,8.09,3,No,Yes,1,4,Python | TypeScript | Bash Scripting | Azure,HackerEarth,Urban Company,Logistics,Business Analyst,Part-time,Bhopal,2022-04-14,Technical Interview,4,27,,2212,76,N/A,Yes
1595,Harish Chatterjee,Male,22,2022,IIT Kanpur,B.E.,Computer Science,9.72,0,No,Yes,1,0,Kubernetes | GraphQL | SQL | Problem Solving | Cybersecurity,Naukri,Absolutdata,Banking & Finance,UX Designer,Full-time,Indore,2023-07-30,Technical Interview,3,1,,427,76,N/A,Yes
1596,Aarav Verma,Male,20,2021,Thapar University,MBA,HR,7.54,2,No,Yes,5,3,Cybersecurity | REST APIs | Data Analysis | Networking,LinkedIn,Practo,Telecom,Product Manager,Full-time,Mumbai,2022-11-23,Applied,,34,,1378,94,Yes,No
1597,Pallavi Desai,Female,20,2024,IIM Ahmedabad,B.Sc (IT),Information Technology,8.92,1,Yes,No,5,0,SQL | Spring Boot | Docker | Power BI | REST APIs,Naukri,TCS,Manufacturing,DevOps Engineer,Internship,Gurugram,2021-12-04,Online Assessment,,1,,2060,100,N/A,No
1598,Payal Das,Female,23,2020,Symbiosis Pune,MCA,Computer Applications,7.08,0,No,No,0,3,MongoDB | TensorFlow | Hadoop | JavaScript | Power BI,Indeed,Delhivery,IT/Software,HR Executive,Internship,Noida,2021-08-31,Applied,,43,,2401,95,N/A,No
1599,Umesh Mukherjee,Male,23,2020,IIEST Shibpur,BBA,Finance,7.36,0,No,No,5,0,Problem Solving | Spark | PyTorch | React | Azure,LinkedIn,Zerodha,EdTech,Software Engineer,Full-time,Bhubaneswar,2023-10-01,Online Assessment,,20,,2966,85,No,No
1600,Gopal Das,Male,24,2021,IIIT Bangalore,MBA,Business Analytics,7.31,3,No,Yes,1,3,Flutter | Deep Learning | Linux | Power BI,LinkedIn,Tech Mahindra,Automotive,Data Scientist,Full-time,Jaipur,2022-06-12,Online Assessment,,22,,2468,77,Yes,No
1601,Sachin Khanna,Male,27,2021,Osmania University Hyderabad,B.E.,Computer Science,9.26,3,No,No,0,2,Laravel | Machine Learning,Monster,Ola,HealthTech,Systems Engineer,Part-time,Gurugram,2024-06-01,Technical Interview,4,8,,2674,70,N/A,No
1602,Kavya Lodha,Female,24,2025,BIT Mesra Ranchi,BCA,Computer Applications,8.47,2,No,Yes,1,3,Power BI | MongoDB,Referral,IBM India,Manufacturing,Full Stack Developer,Full-time,Delhi NCR,2024-12-23,Applied,,38,,145,56,N/A,No
1603,Amit Garg,Male,26,2025,Delhi University,B.Sc (IT),Information Technology,5.77,2,No,No,2,0,Spark | Communication | Azure,Indeed,Google India,AgriTech,Data Scientist,Internship,Delhi NCR,2024-06-28,Withdrawn,,11,,1827,89,N/A,No
1604,Gopal Sengupta,Male,20,2025,IIIT Hyderabad,B.Com,Commerce,9.52,2,No,Yes,5,3,SQL | Kotlin | REST APIs | MATLAB | Azure,Campus Placement,Citi India,E-commerce,Software Engineer,Full-time,Nagpur,2021-04-13,Online Assessment,,2,,1452,88,N/A,No
1605,Jay Shukla,Male,20,2022,Presidency University Kolkata,M.Tech,VLSI,8.7,2,No,Yes,0,0,JavaScript | Data Analysis | Node.js,Naukri,Angel One,AgriTech,Operations Analyst,Full-time,Chandigarh,2024-04-22,Online Assessment,,28,,779,64,N/A,No
1606,Yamini Biswas,Female,26,2022,MNNIT Allahabad,B.E.,Electrical,6.72,2,No,No,1,2,Hadoop | TypeScript,LinkedIn,TCS,E-commerce,SEO Analyst,Part-time,Indore,2022-04-21,Applied,,40,,598,64,No,No
